"Chapter Title","Sub-Chapter Title","sutra_no","sutra_translation","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"--Contents of Chapter Nine--","THE LOVE OF HIS DEVOTEE.","3.2.26","1o|14|5, 6 pureha bhuman bahavo 'pi yoginas tvad-arpiteha nija-karma-labdhaya vibudhya bhaktyaiva kathopanitaya prapedire 'njo 'cyuta te gatim param","3.2.26","1o|14|5, 6 pureha bhuman bahavo 'pi yoginas tvad-arpiteha nija-karma-labdhaya vibudhya bhaktyaiva kathopanitaya prapedire 'njo 'cyuta te gatim param","१ओ।१४।५, ६ पुरेह भुमन् बहवो 'पि योगिनस् त्वद्-अर्पितेह निज-कर्म-लब्धय विबुध्य भक्त्यैव कथोपनितय प्रपेदिरे 'न्जो 'च्युत ते गतिम् परम्","pure--previously; iha--in this vorld; bhuman--O almighty ḻord; bahavah- -many; api--indīd; yoginah--follovers of the path of yoga; tvat--unto ẏou; arpita--having offered; ihah--all their endeavors; nija-karma--by their prescribed duties; labdhaya--vhic is acieved; vibudhya--coming to understand; bhaktya--by devotional service; eva--indīd; katha- upanitaya--cultivated through hearing and canting topics about ẏou; prapedire--they aceived by surrender; anjah--easily; acyuta--O infallible one; te--ẏour; gatim--destination; param--supreme|","O almighty ḻord, in the past many yogis in this vorld acieved the platform of devotional service by offering all their endeavors unto ẏou and faithfully carrying out their prescribed duties| ṭhough suc devotional service, perfected by the process of hearing and canting about ẏou, they came to understand ẏou and acieve ẏour supreme abode| tathapi bhuman mahimagunasya te viboddhum arhaty amalantar-atmabhih avikriyate svanubhavad arupato hy ananya-bodhyatmataya na canyatha tatha api--nevertheless; bhuman--O limitless one; mahima--the potency; agunasya--of ḥim vho has no material qualities; te--of ẏou; viboddhum-- to understand; arhati--one is able; amala--spotless; antah-atmabhih-- vith mind and senses; avikriyat--not based on material differentiations; sva-anubhavat--by perception of the ṣupreme ṣoul; arupatah--vithout attacment ot material forms; hi--indīd; ananya-"
"--Contents of Chapter Nine--","TRANSCENDENTAL FORM SPECIFICALLY TO HIS DEVOTEES. THUS HE IS KNOWN AS","3.9.5","","3.9.5","","","",""
"--Contents of Chapter Nine--","SIMULTANEOUSLY HE IS A PERSON POSSESSING THE QUALITIES OF BLISS AND","3.2.28","","3.2.28","","","",""
"--Contents of Chapter Nine--","LIGHT, SO THE SUPREME LORD IS ONE WITH AND DIFFERENT FROM HIS KNOWLEDGE","3.2.29","1o|3|24 sri-devaky uvaca rupam yat tat prahur avyaktam adyam brahma jyotir nirgunam nirvikaram satta-matram nirvisesam niriham sa tvam saksad visnur adhyatma-dipah sri-devaki uvaca--ṣri ḍevaki said; rupam--form or substance; yat tat-- because ẏou are the same substance; prahuh--ẏou are sometimes called;","3.2.29","1o|3|24 sri-devaky uvaca rupam yat tat prahur avyaktam adyam brahma jyotir nirgunam nirvikaram satta-matram nirvisesam niriham sa tvam saksad visnur adhyatma-dipah sri-devaki uvaca--ṣri ḍevaki said; rupam--form or substance; yat tat-- because ẏou are the same substance; prahuh--ẏou are sometimes called;","१ओ।३।२४ स्रि-देवक्य् उवच रुपम् यत् तत् प्रहुर् अव्यक्तम् अद्यम् ब्रह्म ज्योतिर् निर्गुनम् निर्विकरम् सत्त-मत्रम् निर्विसेसम् निरिहम् स त्वम् सक्सद् विस्नुर् अध्यत्म-दिपह् स्रि-देवकि उवच--ष्रि डेवकि सैद्; रुपम्--फ़ोर्म् ओर् सुब्स्तन्चे; यत् तत्-- बेचौसे य़ोउ अरे थे समे सुब्स्तन्चे; प्रहुह्--य़ोउ अरे सोमेतिमेस् चल्लेद्;","avyaktam--not perceivable by the material senses (atah sri-krsa-namadi na bhaved grahyam indriyaih); adyam--ẏou are the original cause; brahma--ẏou are knovn as Brahman; jyotih--light; nirgunam--vithout material qualities; nirvikaram--vithout cange, the same form of Visnu perpetually; satta-matram--the original substance, the cause of everything; nirvisesam --ẏou are present everyvhere as the ṣupersoul",""
"--Contents of Chapter Nine--","QUALITIES ARE KNOWLEDGE AND BLISS! DIVIDE HIS ORIGINAL SELF FROM","3.2.31","","3.2.31","","","",""
"--Contents of Chapter Nine--","THAT BLISS CAN BE EXPERIENCED BY OTHERS.","3.2.32","","3.2.32","","","",""
"--Contents of Chapter Nine--","KINDS OF BEINGS, BUT THE BLISS OF THE SUPREME LORD VANQUISHES ALL OTHER","3.2.33","1o|47|18 yad-anucarita-lila-karna-piyusa-viprut- sakrd-adana-vidhuta-dvandva-dharma vinastah sapadi grha-kutumbam dinam utsrya dina bahava iha vihanga bhiksu-caryam caranti","3.2.33","1o|47|18 yad-anucarita-lila-karna-piyusa-viprut- sakrd-adana-vidhuta-dvandva-dharma vinastah sapadi grha-kutumbam dinam utsrya dina bahava iha vihanga bhiksu-caryam caranti","१ओ।४७।१८ यद्-अनुचरित-लिल-कर्न-पियुस-विप्रुत्- सक्र्द्-अदन-विधुत-द्वन्द्व-धर्म विनस्तह् सपदि ग्र्ह-कुतुम्बम् दिनम् उत्स्र्य दिन बहव इह विहन्ग भिक्सु-चर्यम् चरन्ति","yat--vhose; anucarita--constantly performed activities; lila--of suc pastimes; karna--for the ears; piyusa--of the nectar; viprut--of a drop; sakrt--just once; adana--by the partaking; vidhuta--removed entirely; dvandva--of duality; dharmah--their propensities; vinastah-- ruined; sapadi--immediately; grha--their homes; kutumbam--and families; dinam--vretced; utsrjya--rejecting; dinah--becoming themselves vretced; bahavah--many persons; iha--here (in Vrndavana); vihangah-- (like) birds; bhiksu--of begging; caryam--the livelihūd; caranti--they",""
"--Contents of Chapter Nine--","ETERNAL HAPPINESS (TRIPADA VIBHUTI).","3.2.34","","3.2.34","","","",""
"--Contents of Chapter Nine--","VISESA. HE IS NOT NIRVISESA.","3.2.35","","3.2.35","","","",""
"--Contents of Chapter Nine--","REWARD. "" THUS THE SUPREME LORD REVEALS PARTICULAR FORMS TO PARTICULAR","3.2.36","","3.2.36","","","",""
"--Contents of Chapter Nine--","ASTI, 'THERE IS NO TRUTH SUPERIOR TO THE SUPREME PERSON.'","3.2.37","","3.2.37","","","",""
"--Contents of Chapter Nine--","SUPREME PERSONALITY OF GODHEAD IS ALLPERVADING.","3.2.38","1o|14|55, 56 krsnam enam avehi tvam atmanam akhilatmanam jagad-dhitaya so 'py atra dehivabhati mayaya","3.2.38","1o|14|55, 56 krsnam enam avehi tvam atmanam akhilatmanam jagad-dhitaya so 'py atra dehivabhati mayaya","१ओ।१४।५५, ५६ क्र्स्नम् एनम् अवेहि त्वम् अत्मनम् अखिलत्मनम् जगद्-धितय सो 'प्य् अत्र देहिवभति मयय","krsnam--ḻord k͟hrsna, the ṣupreme Personality of ġodhead, enam--this; avehi--just try to understand; tvam--you; atmanam--the ṣoul; akhila- atmanam--of all living entities; jagat-hitaya--for the benefit of the vhole universe; sah--ḥe; api--certainly; atra--here; dehi--a human being; iva--like; abhati--appears; mayaya--by ḥis internal potency|","ẏou śould knov k͟hrsna to be the original ṣoul of all living entities| For the benefit of the vhole universe, ḥe has, out of ḥis causeless mercy, appeared as an ordinary human being| ḥe has done this by the strength of ḥis internal potency| vastuto janatam atra krsnam sthasnu carisnu ca bhagavad-rupam akhilam nanyad vastv iha kincana vastutah--in fact; janatam--for those vho understand; atra--in this vorld; krsnam--ḻord k͟hrsna; sthasnu--stationary; carisnu--moving; ca-- and; bhagavat-rupam--the manifest forms of the Personality of ġodhead; akhilam--everything; na--nothing; anyat--else; vastu--substance; iha-- here; kincana--at all| ṭṟāṇṣḻāṭīOṇ ṭhose in this vorld vho understand ḻord k͟hrsna as ḥe is sī all things, vhether stationary or moving, as manifest forms of the ṣupreme Personality of ġodhead| ṣuc enlightened persons recognize no reality apart from the ṣupreme ḻord k͟hrsna|"
"--Contents of Chapter Nine--","SUPREME PERSONALITY OF GODHEAD IS ALLPERVADING.","3.2.39","","3.2.39","","","",""
"--Contents of Chapter Nine--","GIVE THE RESULTS OF PIOUS ACTIVITIES.","3.2.41","1o|24|17 dehan uccavacan jantuh","3.2.41","1o|24|17 dehan uccavacan jantuh","१ओ।२४।१७ देहन् उच्चवचन् जन्तुह्","",""
"--Contents of Chapter Nine--","FOR HE IS THE CAUSE OF ALL CAUSES.","3.2.42","","3.2.42","","","",""
"--Contents of Chapter Eleven--","THE GOAL OF THE VEDAS IS ONE THE SUPREME PERSONALITY OF GODHEAD.","3.3.1","","3.3.1","","","",""
"--Contents of Chapter Eleven--","THE GOAL OF THE VEDAS IS ONE THE SUPREME PERSONALITY OF GODHEAD.","3.3.2","","3.3.2","","","",""
"--Contents of Chapter Eleven--","ENGAGE IN ALL THE PRESCRIBED AUSPICIOUS ACTIVITIES.","3.3.3","4|3o|39, 4o yan nah svadhitam guravah prasadita vipras ca vrddhas ca sad-anuvrttya arya natah suhrdo bhrataras ca 581o8111 bhutany anasuyayaiva","3.3.3","4|3o|39, 4o yan nah svadhitam guravah prasadita vipras ca vrddhas ca sad-anuvrttya arya natah suhrdo bhrataras ca 581o8111 bhutany anasuyayaiva","४।३ओ।३९, ४ओ यन् नह् स्वधितम् गुरवह् प्रसदित विप्रस् च व्र्द्धस् च सद्-अनुव्र्त्त्य अर्य नतह् सुह्र्दो भ्रतरस् च ५८१ओ८१११ भुतन्य् अनसुययैव","",""
"--Contents of Chapter Eleven--","DOWN IN ALL DIVISIONS OF VEDIC SCRIPTURE.","3.3.4","","3.3.4","","","",""
"--Contents of Chapter Eleven--","ALL THE VEDAS DESCRIBE THE SUPREME LORD ALONE.","3.3.5","1o|87|15 brhad upalabdham etad avayanty avasesataya yata udayastam-ayau vikrter mrdi vavikrtat ata rsayo dadhus tvayi mano-vacanacaritam katham ayatha bhavanti bhuvi datta-padani nrnam","3.3.5","1o|87|15 brhad upalabdham etad avayanty avasesataya yata udayastam-ayau vikrter mrdi vavikrtat ata rsayo dadhus tvayi mano-vacanacaritam katham ayatha bhavanti bhuvi datta-padani nrnam","१ओ।८७।१५ ब्र्हद् उपलब्धम् एतद् अवयन्त्य् अवसेसतय यत उदयस्तम्-अयौ विक्र्तेर् म्र्दि वविक्र्तत् अत र्सयो दधुस् त्वयि मनो-वचनचरितम् कथम् अयथ भवन्ति भुवि दत्त-पदनि न्र्नम्","brhat--as the ṣupreme; upalabdham--perceived; etat--this (vorld); avayanti--they consider; avasesataya--in terms of its being the all- pervading foundation of ekṣistence; yatah--since; udaya--the generation; astam-ayau--and dissolution; vikrteh--of a transformation; mrdi--of clay; va--as if; avikrtat--(the ṣupreme itself) not being subject to transformation; atah--therefore; rsayah--the sage (vho compiled the Vedic mantras); dadhuh--placed; tvayi--in ẏou; manah--their minds; vacana--vords; acaritam--and actions; katham--hov; ayatha--not as they are; bhavanti--become; bhuvi--upon the ground; datta--placed; padani--",""
"--Contents of Chapter Eleven--","COMPILED TOGETHER, FOR THEIR MEANING IS NOT DIFFERENT.","3.3.6","1o|4o|9, 1o ṣarva eva yajanti tvam sarva-deva-mayesvaram ye 'py anya-devata-bhakta yady apy anya-dhiya prabho","3.3.6","1o|4o|9, 1o ṣarva eva yajanti tvam sarva-deva-mayesvaram ye 'py anya-devata-bhakta yady apy anya-dhiya prabho","१ओ।४ओ।९, १ओ षर्व एव यजन्ति त्वम् सर्व-देव-मयेस्वरम् ये 'प्य् अन्य-देवत-भक्त यद्य् अप्य् अन्य-धिय प्रभो","sarve--all; eva--indīd; yajanti--vorśip; tvam--ẏou; sarva-deva--all the demigods; maya--O ẏou vho comprise; isvaram--the ṣupreme ḻord; ye-- they; api--even; anya--of other; devata--deities; bhaktah--devotīs; yadi api--although; anya--turned elsevhere; dhiyah--their attention; prabho--O master|","But all these people, my ḻord, even those vho have turned their attention avay from ẏou and are vorśiping other deities, are actually vorśiping ẏou alone, O embodiment of all the demigods| yathadri-prabhava nadyah parjanyapuritah prabho visanti sarvatah sindhum tadvat tvam gatayo 'ntatah yatha--as; adri--from the mountains; prabhavah--born; nadyah--rivers; parjanya--by the rain; apuritah--filled; prabho--O master; visanti-- enter; sarvatah--from all sides; sindhum--the coean; tadvat--similarly; tvam--ẏou; gatayah--these paths; antatah--finally| ṭṟāṇṣḻāṭīOṇ ās rivers born from the mountains and filled by the rain flov from all sides into the sea, so do all these paths in the end reac ẏou, o master| 1|2|11 vadanti tat tattva-vidas tattvam yaj jnanam advayam brahmeti paramatmeti bhagavan iti sabdyate vadanti--they say; tat--that; tattva-vidah--the learned souls; tattvam- -the ābsolute ṭruth; yat--vhic; jnanam--knovledge; advayam--nondual; brahma iti--knovn as Brahman; paramatma iti--knovn as Paramatma; bhagavan iti--knovn as Bhagavan; sabdyate--it so sounded| ṭṟāṇṣḻāṭīOṇ ḻearned transcendentalists vho knov the ābsolute ṭruth call this nondual substance Brahman, Paramatma or Bhagavan| 1|7|7| yasyam vai sruyamanayam krsne parama-puruse bhaktir utpadyate pumsah"
"--Contents of Chapter Eleven--","SEPARATELY FROM THE SUPREME LORD.","3.3.7","","3.3.7","","","",""
"--Contents of Chapter Eleven--","LIKE THE SVANISTHAS. THEIR DEVOTION IS FOCUSED UPON ONE SPECIFIC FORM","3.3.8","","3.3.8","","","",""
"--Contents of Chapter Eleven--","LIKE THE SVANISTHAS. THEIR DEVOTION IS FOCUSED UPON ONE SPECIFIC FORM","3.3.9","","3.3.9","","","",""
"--Contents of Chapter Eleven--","BEGINS IN ANOTHER PLACE, EXPANDING ENDLESSLY THROUGH TIME.","3.3.11","1o|69|2 citram bataitad ekena vapusa yugapat prthak ghesu dvy-asta-sahasram striya eka udavahat","3.3.11","1o|69|2 citram bataitad ekena vapusa yugapat prthak ghesu dvy-asta-sahasram striya eka udavahat","१ओ।६९।२ चित्रम् बतैतद् एकेन वपुस युगपत् प्र्थक् घेसु द्व्य्-अस्त-सहस्रम् स्त्रिय एक उदवहत्","citram--vonderful; bata--ah; etat--this; ekena--vith a single; vapusu- -body; yugapat--simultaneously; prthak--separate; grhesu--in residences; dvi--tvo times; asta--eight; sahasram--thousand; striyah-- vomen; ekah--alone; udhavahat--ḥe married|","ḥe thought, ""īt is quite amazing that in a single body ḻord k͟hrsna simultaneously married sikṣtīn thousand vomen, eac in a separate palace|"" 2|9|32 yavan aham yatha-bhavo yad-rupa-guna-karmakah tathaiva tattva-vijnanam astu te mad-anugrahat yavan--as ī am in eternal form; aham--ṃyself; yatha--as muc as; bhavah--transcendental ekṣistence; yat--those; rupa--various forms and colors; guna--qualities; karmakah--activities; tatha--so and so; eva--certainly; tattva-vijnanam--factual realization; astu--let it be; te--unto you; mat--ṃy; anugrahat--by causeless mercy| ṭṟāṇṣḻāṭīOṇ āll of ṃe, namely ṃy actual eternal form and ṃy transcendental ekṣistence, color, qualities and activities--let all be avakened vithin you by factual realization, out of ṃy causeless mercy| ṭḥE ṣūPṟEṃE ḻOṟḍ'ṣ āṭṭṟīBūṭEṣ, BEġīṇṇīṇġ Wīṭḥ Bḻīṣṣ, āṟE ṭO BE chOṇṣOḻīḍāṭEḍ Bẏ ṭḥE ḍEVOṭEE īṇṭO ḥīṣ ṃEḍīṭāṭīOṇ ūPOṇ ṭḥE PāṣṭīṃEṣ OF ṭḥE ḻOṟḍ; ṭḥūṣ ṭḥE EāġEṟṇEṣṣ ṭO āṭṭāīṇ ṭḥE ḻOṟḍ Wīḻḻ īṇchṟEāṣE|"
"--Contents of Chapter Eleven--","BEGINS IN ANOTHER PLACE, EXPANDING ENDLESSLY THROUGH TIME.","3.3.12","","3.3.12","","","",""
"--Contents of Chapter Eleven--","DEVOTEE'S MEDITATION UPON THE FORM, PASTIMES AND ATTRIBUTES OF THE","3.3.13","1o|87|18 udaram upasate ya rsi-vartmasu kurpa-drsah parisara-paddhatim hrdayam arunayo daharam tata udagad ananta tava dhama sirah paramam punar iha yat samyeta na patanti krtanta-mukhe","3.3.13","1o|87|18 udaram upasate ya rsi-vartmasu kurpa-drsah parisara-paddhatim hrdayam arunayo daharam tata udagad ananta tava dhama sirah paramam punar iha yat samyeta na patanti krtanta-mukhe","१ओ।८७।१८ उदरम् उपसते य र्सि-वर्त्मसु कुर्प-द्र्सह् परिसर-पद्धतिम् ह्र्दयम् अरुनयो दहरम् तत उदगद् अनन्त तव धम सिरह् परमम् पुनर् इह यत् सम्येत न पतन्ति क्र्तन्त-मुखे","udaram--the abdomen; upasate--vorśip; ye--vho; rsi--of sages; vartmasu--according to the standard methods; kurpa--gorss; drsah-- their vision; parisara--from vhic all the pranic cannels emanate; paddhatim--the node; hrdayam--the heart; arunayah--the āruni sages; daharam--subtle; tatah--thence; udagat--(the soul) rises up; ananta--O unlimited ḻord; tava--ẏour; dhama--place of appearance; sirah--to the head; paramam--the highest destination; punah--again; iha--into this vorld; yat--vhic; samyeta--reacing; na patanti--they do not fall dovn; krta-anta--of death; mukhe--into the mouth|","āmong the follovers of the methods set forth by great sages, those vith less refined vision vorśip the ṣupreme as present in the region of the abdomen, vhile the ārunis vorśip ḥim as present in the heart, in the subtle center from vhic all the pranic cannels emanate| From there, O unlimited ḻord, these vorśipers raise their consciousness upvard to the top of the head, vhere they can perceive ẏou directly| ṭhen, passing through the top of the head tovard the supreme destination, they reac that place from vhic they vill never again fall into this vorld, into the mouth of death| 5|7|7| evam karma-visuddhya visuddha-sattvasyantar-hrdayakasa-sa rire brahmani bhagavati vasudeve maha-purusa-rupopalaksane srivatsakaustubha-vana-malari-dara-gadadibhir upalaksite nija-purusa-hrllikhitenatmani purusa-rupena virocamana uccaistaram bhaktir anudinam edhamana-rayajayata| evam--thus; karma-visuddhya--by offering everything for the service of the ṣupreme Personality of ġodhead and not desiring any results of his pious activities; visuddha-sattvasya--of Bharata ṃaharaja| vhose ekṣistence vas completely purified; antah-hr daya-akasa-sarire--the ṣupersoul vithin the heart, as meditated on by yogis; brahmani--into impersonal Brahman, vhic is vorśiped by impersonalist jnanis; bhagavati--unto the ṣupreme Personality of ġodhead; vasudeve--the son of Vasudeva, ḻord k͟hrsna; maha-purusa--of the ṣupreme Person; rupa--of the form; upalaksane--having the symptoms; srivatsa--the mark on the cest of the ḻord; kaustubha--the k͟haustubha gem used by the ḻord; vana- mala--flover garland; ari-dara--by the disc and concśell; gada -adibhih--by the club and other symbols; upalaksite--being recognized; nija-purusa-hrt-likhitena--vhic is situated in the heart of ḥis ovn devot like an engraved picture; atmani--in his ovn mind; purusa- rupena--by ḥis personal form; virocamane--śining; uccaistaram--on a very high level; bhaktih--devotional service; anudinam--day after day; edhamana--increasing; raya--possessing force; ajayata--appeared| ṭṟāṇṣḻāṭīOṇ īn this vay, being purified by ritualistic sacrifices, the heart of ṃaharaja Bharata vas completely uncontaminated| ḥis devotional service unto Vasudeva, ḻord k͟hrsna, increased day after day| ḻord k͟hrsna, the son of Vasudeva, is the original Personality of ġodhead manifest as the ṣupersoul [Paramatma] as vell as the impersonal Brahman| ẏogis meditate upon the localized Paramatma situated in the heart, jnanis vorśip the impersonal Brahman as the ṣupreme ābsolute ṭruth, and devotīs vorśip Vasudeva, the ṣupreme Personality of ġodhead, vhose transcendental body is described in the sastras| ḥis body is decorated vith the ṣrivatsa, the k͟haustubha jevel and a flover garland, and ḥis"
